Block ID,Property ID,Base property ID,Building name,Streetaddress,CLUE small area,Construction year,Refurbished year,Number of floors (above ground),Predominant space use,Accessibility type,Accessibility type description,Accessibility rating,Bicycle spaces,Has showers
91,108957,108957,,SpencerStreet,West Melbourne (Residential),1981,,4,Equipment Installation,Low level of accessibility,All entrances have steps,1,3,1
91,108956,108956,,SpencerStreet,West Melbourne (Residential),1922,,1,Workshop/Studio,Low level of accessibility,All entrances have steps,1,0,
2503,617774,617774,,LittleBendallStreet,Kensington,1997,,2,House/Townhouse,,,,,
91,107577,107577,,PhoenixLane,West Melbourne (Residential),1854,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
91,107576,107576,,PhoenixLane,West Melbourne (Residential),,,2,Office,Low level of accessibility,All entrances have steps,1,0,
91,105472,105472,,LaTrobeStreet,West Melbourne (Residential),1942,1997,3,Retail - Showroom,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
91,105470,105470,,LaTrobeStreet,West Melbourne (Residential),1920,,2,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
91,105469,105469,St James House,LaTrobeStreet,West Melbourne (Residential),1921,1998,2,Residential Apartment,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,
91,105468,105468,,LaTrobeStreet,West Melbourne (Residential),,,2,Office,Low level of accessibility,All entrances have steps,1,0,
91,105465,105465,,LaTrobeStreet,West Melbourne (Residential),,1995,3,Office,Low level of accessibility,All entrances have steps,1,0,
91,105325,105325,,KingStreet,West Melbourne (Residential),2010,,6,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,15,1
91,105324,105324,NCO House,KingStreet,West Melbourne (Residential),1983,2000,3,Office,Low level of accessibility,All entrances have steps,1,0,
91,105323,105323,Langdon Buildings,KingStreet,West Melbourne (Residential),1856,1995,2,Office,Low level of accessibility,All entrances have steps,1,0,
91,105322,105322,,KingStreet,West Melbourne (Residential),1856,,3,Office,Low level of accessibility,All entrances have steps,1,0,
91,105107,105107,,JeffcottStreet,West Melbourne (Residential),,1986,2,Unoccupied - Unused,High level of accessibility,Main Entrance has ramp,3,0,
91,105106,105106,Orchid Apartments,JeffcottStreet,West Melbourne (Residential),2014,,7,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
91,105105,105105,The Salisbury,JeffcottStreet,West Melbourne (Residential),1995,,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,
91,105104,105104,Royal Flagstaff,JeffcottStreet,West Melbourne (Residential),1995,2002,14,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
91,105103,105103,,JeffcottStreet,West Melbourne (Residential),1953,1999,2,Office,Low level of accessibility,All entrances have steps,1,0,
91,598270,598270,,KingStreet,West Melbourne (Residential),,,3,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
91,105466,105466,,LaTrobeStreet,West Melbourne (Residential),1928,1998,2,Educational/Research,Low level of accessibility,All entrances have steps,1,0,
92,102943,102942,The Lodge,DudleyStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
93,110140,110140,Art on the Park/Singers Lane,WilliamStreet,Melbourne (CBD),2013,,37,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
93,631819,631819,,WilliamStreet,Melbourne (CBD),,,1,Office,Low level of accessibility,All entrances have steps,1,0,
93,578981,565462,Wills Court,WillsStreet,Melbourne (CBD),2002,,26,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
93,573454,565462,Wills Tower,WillsStreet,Melbourne (CBD),2002,,27,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
93,110171,110171,Former Army Medical Corps Depot,A'BeckettStreet,Melbourne (CBD),1938,2000,3,Office,Low level of accessibility,All entrances have steps,1,0,1
93,110141,110141,,WilliamStreet,Melbourne (CBD),1982,1999,7,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
93,108083,108083,CityTempo Apartments,A'BeckettStreet,Melbourne (CBD),2010,,30,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,10,1
93,108082,108082,,QueenStreet,Melbourne (CBD),1991,,10,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,6,1
93,105478,105478,,QueenStreet,Melbourne (CBD),1986,,7,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,11,
93,105477,105477,,LaTrobeStreet,Melbourne (CBD),2004,,23,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,69,1
93,105475,105475,Hudson on LaTrobe Apartments,LaTrobeStreet,Melbourne (CBD),1972,1998,5,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,
93,105474,105474,The Empire Apartments,LaTrobeStreet,Melbourne (CBD),1928,1998,6,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,
93,105473,105473,,LaTrobeStreet,Melbourne (CBD),1990,2008,18,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,30,1
93,100158,100158,The Grill,A'BeckettStreet,Melbourne (CBD),1929,2001,6,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,
93,100157,100157,,A'BeckettStreet,Melbourne (CBD),1937,1970,3,Unoccupied - Unused,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
93,110168,110168,,WillsStreet,Melbourne (CBD),1900,,2,Unoccupied - Unused,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
94,105481,105481,Centro Apartments,LaTrobeStreet,Melbourne (CBD),1968,1995,13,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,1
94,105482,105482,Welsh Church & Presbytery,LaTrobeStreet,Melbourne (CBD),1871,2006,2,"Performances, Conferences, Ceremonies",Low level of accessibility,All entrances have steps,1,0,
94,639236,639236,EQ Tower,A'BeckettStreet,Melbourne (CBD),,,1,Unoccupied - Under Demolition/Condemned,Not determined or not applicable,Access has not been rated,0,0,
94,108089,108089,KTS House,QueenStreet,Melbourne (CBD),1990,2003,21,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,50,1
94,105484,105484,Argus Centre,LaTrobeStreet,Melbourne (CBD),1991,,35,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,13,1
94,105483,105483,,LaTrobeStreet,Melbourne (CBD),2014,,24,Student Accommodation,Low level of accessibility,All entrances have steps,1,0,
94,105479,105479,,QueenStreet,Melbourne (CBD),1945,1986,4,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,
94,103218,103218,City Edge Apartment Hotel,ElizabethStreet,Melbourne (CBD),1934,2009,6,Commercial Accommodation,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,
94,103217,103217,Cecil Walker Cycle Sports Stores,ElizabethStreet,Melbourne (CBD),1945,,2,Storage,Low level of accessibility,All entrances have steps,1,0,
94,103216,103216,The Argus Building,LaTrobeStreet,Melbourne (CBD),1926,2013,7,Educational/Research,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,
94,105480,105480,,LaTrobeStreet,Melbourne (CBD),1923,2006,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,
94,100156,100156,,A'BeckettStreet,Melbourne (CBD),1936,2008,2,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,1
95,105987,105987,,LittleLaTrobeStreet,Melbourne (CBD),1945,,3,Office,Low level of accessibility,All entrances have steps,1,0,
95,500333,500333,,A'BeckettStreet,Melbourne (CBD),1945,,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,
95,105991,105991,,LittleLaTrobeStreet,Melbourne (CBD),1925,1996,2,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,
95,105990,105990,,LittleLaTrobeStreet,Melbourne (CBD),1924,,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,
95,105988,105988,,LittleLaTrobeStreet,Melbourne (CBD),1929,,2,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
95,109314,109314,,SwanstonStreet,Melbourne (CBD),1890,2006,3,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
95,105986,105986,,LittleLaTrobeStreet,Melbourne (CBD),1929,1999,4,Residential Apartment,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
95,105985,105985,,LittleLaTrobeStreet,Melbourne (CBD),1864,1987,3,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,
95,105989,105989,,LittleLaTrobeStreet,Melbourne (CBD),,,18,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,39,
95,105992,105992,RMIT Building 38,LittleLaTrobeStreet,Melbourne (CBD),1928,1978,2,Educational/Research,Low level of accessibility,All entrances have steps,1,0,
95,109313,109313,Deakin House,SwanstonStreet,Melbourne (CBD),1972,1992,7,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,8,
95,109315,109315,Druids House,SwanstonStreet,Melbourne (CBD),1926,1992,7,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,
95,109316,109316,RMIT Building 37,SwanstonStreet,Melbourne (CBD),1945,2000,5,Educational/Research,Low level of accessibility,All entrances have steps,1,0,
95,500322,500322,,A'BeckettStreet,Melbourne (CBD),1945,,3,Office,Low level of accessibility,All entrances have steps,1,0,
95,500323,500323,ABeckett Tower,A'BeckettStreet,Melbourne (CBD),2010,,34,Residential Apartment,Low level of accessibility,All entrances have steps,1,160,
95,500332,500332,,A'BeckettStreet,Melbourne (CBD),,,2,Retail - Shop,Low level of accessibility,All entrances have steps,1,0,
95,105984,105984,Nido Apartments,LittleLaTrobeStreet,Melbourne (CBD),1995,0,4,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,
95,103308,103308,A - C Buildings,ElizabethStreet,Melbourne (CBD),1972,1985,6,Educational/Research,Low level of accessibility,All entrances have steps,1,0,
95,109312,109312,,SwanstonStreet,Melbourne (CBD),1926,,3,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,
95,100155,100155,Victorian Spiritualist Union,A'BeckettStreet,Melbourne (CBD),1854,,2,"Performances, Conferences, Ceremonies",Low level of accessibility,All entrances have steps,1,0,
95,100151,100151,Wilder House,A'BeckettStreet,Melbourne (CBD),1945,,3,Retail - Shop,Low level of accessibility,All entrances have steps,1,0,
95,105486,105486,,LaTrobeStreet,Melbourne (CBD),1961,1986,3,Office,Low level of accessibility,All entrances have steps,1,0,
95,100153,100153,,A'BeckettStreet,Melbourne (CBD),1923,,3,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
95,105983,105983,,LittleLaTrobeStreet,Melbourne (CBD),1945,,3,Educational/Research,Low level of accessibility,All entrances have steps,1,0,
95,103304,103304,,ElizabethStreet,Melbourne (CBD),,,1,Unoccupied - Under Demolition/Condemned,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
95,103305,103305,,ElizabethStreet,Melbourne (CBD),1945,,2,Retail - Shop,High level of accessibility,Main Entrance has ramp,3,0,
95,103306,103306,,ElizabethStreet,Melbourne (CBD),1883,,2,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,
95,103307,103307,,ElizabethStreet,Melbourne (CBD),1875,2000,2,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
2503,617772,617772,,LittleBendallStreet,Kensington,1997,,2,House/Townhouse,,,,,
95,105487,105487,Rewal House,LaTrobeStreet,Melbourne (CBD),1928,,2,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,
95,105488,105488,,LaTrobeStreet,Melbourne (CBD),1945,,2,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
95,105489,105489,La Trobe House Apartments,LaTrobeStreet,Melbourne (CBD),1970,1996,10,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,
95,105979,105979,,LittleLaTrobeStreet,Melbourne (CBD),1945,,3,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,
95,105980,105980,,LittleLaTrobeStreet,Melbourne (CBD),,2002,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
95,105981,105981,Kimkhi House,LittleLaTrobeStreet,Melbourne (CBD),1945,2007,1,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,
95,105982,105982,,LittleLaTrobeStreet,Melbourne (CBD),1945,,1,Unoccupied - Under Renovation,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,
95,105485,105485,Melbourne Central Carpark,LaTrobeStreet,Melbourne (CBD),1991,,9,Parking - Commercial Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,20,
95,100152,100152,,A'BeckettStreet,Melbourne (CBD),1923,,3,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,
96,606644,105490,Building 7,LaTrobeStreet,Melbourne (CBD),1960,2014,5,Educational/Research,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,
96,606646,105490,Building 9,LaTrobeStreet,Melbourne (CBD),1937,2008,5,Educational/Research,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,
96,606648,105490,Building 10,SwanstonStreet,Melbourne (CBD),1968,,14,Educational/Research,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,
96,606667,105490,Building 8,SwanstonStreet,Melbourne (CBD),1982,1993,12,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,1
96,606670,105490,Building 11,LaTrobeStreet,Melbourne (CBD),1845,2006,3,Unoccupied - Under Renovation,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,
96,606671,105490,Building 12 (Gillespie Wing),SwanstonStreet,Melbourne (CBD),1972,,14,Educational/Research,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,
96,606672,105490,Building 14,SwanstonStreet,Melbourne (CBD),1975,,14,Educational/Research,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,
96,606673,105490,Building 15,LaTrobeStreet,Melbourne (CBD),1945,2007,5,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
96,606674,105490,Building 16 (Story Hall),SwanstonStreet,Melbourne (CBD),1887,1995,7,Educational/Research,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,
96,606675,105490,Building 24                                       ,LaTrobeStreet,Melbourne (CBD),1888,1982,2,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,
96,108556,105490,Building 20 & 21,RussellStreet,Melbourne (CBD),1913,2003,4,Educational/Research,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,
96,606676,105490,Building 28,LaTrobeStreet,Melbourne (CBD),1890,,4,Unoccupied - Under Renovation,High level of accessibility,Main Entrance has ramp,3,0,
96,108557,105490,Building 19,RussellStreet,Melbourne (CBD),1907,2003,2,Office,Low level of accessibility,All entrances have steps,1,0,
96,108559,108559,Old Melbourne Gaol,RussellStreet,Melbourne (CBD),1845,1999,3,Public Display Area,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
232,106955,106955,,NicholsonStreet,Carlton,1900,2009,2,Educational/Research,Low level of accessibility,All entrances have steps,1,0,
96,529337,105490,Building 13 (Emily McPherson)                         ,RussellStreet,Melbourne (CBD),1926,2010,3,Educational/Research,High level of accessibility,Main Entrance has ramp,3,0,
96,542484,105490,Building 22 (Singer Buiding),SwanstonStreet,Melbourne (CBD),1912,2007,4,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,
96,606638,105490,Building 1 (Francis Ormond),LaTrobeStreet,Melbourne (CBD),1883,,3,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,1
96,606639,105490,Building 2,LaTrobeStreet,Melbourne (CBD),1916,,4,Educational/Research,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,
96,606640,105490,Building 3 (Kernot Building),LaTrobeStreet,Melbourne (CBD),1931,2002,4,Educational/Research,High level of accessibility,Main Entrance has ramp,3,0,
96,606641,105490,Building 4,LaTrobeStreet,Melbourne (CBD),1890,,4,Educational/Research,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,
96,606642,105490,Building 5,LaTrobeStreet,Melbourne (CBD),1937,,4,Educational/Research,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,
96,606643,105490,Building 6,LaTrobeStreet,Melbourne (CBD),1959,,5,Educational/Research,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,
97,106368,106368,Mackenzie Tower,MacKenzieStreet,Melbourne (CBD),2011,,32,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,100,
97,105497,105497,Sefton Apartments,LaTrobeStreet,Melbourne (CBD),1872,2000,4,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,
97,588605,108562,Indigo Loft Apartments,MacKenzieStreet,Melbourne (CBD),1889,2005,5,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,
97,588604,108562,The Blue Tower,LaTrobeStreet,Melbourne (CBD),2004,,27,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,
97,588500,108562,Deco Tower,RussellStreet,Melbourne (CBD),1940,2004,13,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,
97,109678,109678,,VictoriaStreet,Melbourne (CBD),1991,,15,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
97,109677,109677,,AVictoriaStreet,Melbourne (CBD),1887,,2,Entertainment/Recreation - Indoor,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,
97,106369,106369,VPA Building,MacKenzieStreet,Melbourne (CBD),1967,,4,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,
97,103615,103615,Mantra on the Park,ExhibitionStreet,Melbourne (CBD),1990,2000,19,Parking - Commercial Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
97,109676,109676,,VictoriaStreet,Melbourne (CBD),,1986,2,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
97,105494,105494,Glass Information Services,LaTrobeStreet,Melbourne (CBD),1868,1977,2,Office,Low level of accessibility,All entrances have steps,1,0,1
97,105493,105493,,LaTrobeStreet,Melbourne (CBD),1964,2001,3,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
97,105492,105492,,LaTrobeStreet,Melbourne (CBD),1945,1990,2,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,
97,105491,105491,La Trobe Apartments,LaTrobeStreet,Melbourne (CBD),1957,2008,4,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
97,103617,103617,,ExhibitionStreet,Melbourne (CBD),1886,2000,3,Office,Low level of accessibility,All entrances have steps,1,0,
97,103616,103616,,ExhibitionStreet,Melbourne (CBD),1926,1983,3,Office,Low level of accessibility,All entrances have steps,1,0,
2503,617773,617773,,LittleBendallStreet,Kensington,1997,,2,House/Townhouse,,,,,
97,105495,105495,,LaTrobeStreet,Melbourne (CBD),1915,1990,6,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
98,110753,109675,Bureau Of Meteorology,LaTrobeStreet,Melbourne (CBD),1990,,1,Unoccupied - Unused,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
98,110752,109675,ROYAL SOCIETY OF VICTORIA - CARETAKERS RESIDENCE,LaTrobeStreet,Melbourne (CBD),1890,1950,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
98,110751,109675,Royal Society of Victoria,LaTrobeStreet,Melbourne (CBD),1859,2009,2,"Performances, Conferences, Ceremonies",Low level of accessibility,All entrances have steps,1,0,
101,108952,108952,,SpencerStreet,West Melbourne (Residential),1930,1997,2,Educational/Research,Low level of accessibility,All entrances have steps,1,0,
101,105327,105327,,KingStreet,West Melbourne (Residential),,,2,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,
101,623962,623962,,BoughtonPlace,West Melbourne (Residential),2009,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
101,623961,623961,,JeffcottStreet,West Melbourne (Residential),2009,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
101,603439,603439,,JeffcottStreet,West Melbourne (Residential),2008,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
101,573826,573826,,BatmanStreet,West Melbourne (Residential),,,1,Manufacturing,Low level of accessibility,All entrances have steps,1,,
101,573825,573825,Park West,BatmanStreet,West Melbourne (Residential),2012,,14,Residential Apartment,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,40,
101,569276,569276,,JeffcottStreet,West Melbourne (Residential),,,2,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,1
101,108955,108955,,SpencerStreet,West Melbourne (Residential),,2001,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,
101,108954,108954,,SpencerStreet,West Melbourne (Residential),1925,2000,1,Retail - Showroom,Low level of accessibility,All entrances have steps,1,0,
101,108953,108953,,SpencerStreet,West Melbourne (Residential),1930,1995,2,Office,Low level of accessibility,All entrances have steps,1,3,
101,623963,623963,,BoughtonPlace,West Melbourne (Residential),2009,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
101,105109,105109,,JeffcottStreet,West Melbourne (Residential),1962,,3,"Performances, Conferences, Ceremonies",Low level of accessibility,All entrances have steps,1,0,1
101,108950,108950,,SpencerStreet,West Melbourne (Residential),,,2,Workshop/Studio,Low level of accessibility,All entrances have steps,1,0,
101,108951,108951,Curtin House,SpencerStreet,West Melbourne (Residential),,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
101,100851,100851,Batman Hill Apartments,BatmanStreet,West Melbourne (Residential),,1993,4,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,
101,105110,105110,,BoughtonPlace,West Melbourne (Residential),1948,,1,Equipment Installation,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
101,105111,105111,Cityside,JeffcottStreet,West Melbourne (Residential),2009,,15,Residential Apartment,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,178,
101,105112,105112,Flagstaff Square,JeffcottStreet,West Melbourne (Residential),1994,,4,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,45,
101,105326,105326,,KingStreet,West Melbourne (Residential),1991,,10,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,80,1
101,108949,108949,The Carron Tavern,SpencerStreet,West Melbourne (Residential),,,2,Entertainment/Recreation - Indoor,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,1
101,100848,100848,,BatmanStreet,West Melbourne (Residential),1986,,3,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
101,100850,100850,Flagstaff Place,BatmanStreet,West Melbourne (Residential),2014,,16,Residential Apartment,Low level of accessibility,All entrances have steps,1,90,
103,104089,104089,,WilliamStreet,Melbourne (CBD),1935,1996,3,Parking - Commercial Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
103,621414,621414,The Istana Apartments,A'BeckettStreet,Melbourne (CBD),2015,,26,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,40,
103,621413,621413,Pegasus Apartment Hotel,A'BeckettStreet,Melbourne (CBD),2012,,25,Commercial Accommodation,High level of accessibility,Main Entrance has ramp,3,72,
103,554417,554417,Infinity 8 & Infinity 88 & Grand 8 hotel,FranklinStreet,Melbourne (CBD),2011,2014,19,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
103,110139,110139,Radisson on Flagstaff Gardens Hotel,WilliamStreet,Melbourne (CBD),1974,1997,12,Commercial Accommodation,High level of accessibility,Main Entrance has ramp,3,0,
103,108086,108086,,QueenStreet,Melbourne (CBD),1860,1980,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,
103,108084,108084,,QueenStreet,Melbourne (CBD),1990,1996,10,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
103,104087,104087,,FranklinStreet,Melbourne (CBD),1937,1997,2,Unoccupied - Unused,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
103,104086,104086,,FranklinStreet,Melbourne (CBD),1920,1998,2,Unoccupied - Under Renovation,Low level of accessibility,All entrances have steps,1,0,
103,100162,100162,,FranklinStreet,Melbourne (CBD),1939,1990,4,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
103,100161,100161,,A'BeckettStreet,Melbourne (CBD),,2005,2,Entertainment/Recreation - Indoor,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,
103,100160,100160,Nomads Melbourne,A'BeckettStreet,Melbourne (CBD),1967,2005,6,Commercial Accommodation,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,
103,100159,100159,SUB-STATION,A'BeckettStreet,Melbourne (CBD),1960,,1,Equipment Installation,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
103,104088,104088,,FranklinStreet,Melbourne (CBD),1945,,1,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
103,108085,108085,Carlyon House,QueenStreet,Melbourne (CBD),1900,2006,2,Retail - Shop,Low level of accessibility,All entrances have steps,1,0,
104,104085,104085,,FranklinStreet,Melbourne (CBD),,1997,5,Commercial Accommodation,Low level of accessibility,All entrances have steps,1,0,
104,108088,108088,,QueenStreet,Melbourne (CBD),1987,,6,Parking - Commercial Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
104,103224,103224,,ElizabethStreet,Melbourne (CBD),1872,1994,2,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
104,103222,103222,,ElizabethStreet,Melbourne (CBD),1872,,2,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
104,103226,103226,,ElizabethStreet,Melbourne (CBD),1954,,2,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,1
104,103227,103227,,ElizabethStreet,Melbourne (CBD),1859,1996,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,
104,103228,103228,,ElizabethStreet,Melbourne (CBD),1945,2008,2,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,
104,103229,103229,Q Apartments,ElizabethStreet,Melbourne (CBD),1960,2007,13,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,
104,104082,104082,,FranklinStreet,Melbourne (CBD),1945,1989,3,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,
104,104084,104084,,FranklinStreet,Melbourne (CBD),2015,,43,Unoccupied - Under Construction,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
104,108087,108087,Melbourne Terrace Apartments,QueenStreet,Melbourne (CBD),1994,,10,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,
